nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle
"(0.47252145409584045, 0.3858347237110138, 0.9999864101409912)","(0.4835098385810852, 0.3745832145214081, 0.9999628067016602)","(0.49135449528694153, 0.37454789876937866, 0.9999580383300781)","(0.499130517244339, 0.3745003342628479, 0.999961793422699)","(0.4615072011947632, 0.37522092461586, 0.9999498128890991)","(0.45507270097732544, 0.37556371092796326, 0.9999404549598694)","(0.4483087360858917, 0.3759723901748657, 0.9999389052391052)","(0.5112879276275635, 0.3787584602832794, 0.9998980760574341)","(0.4390104115009308, 0.3802717328071594, 0.9998804926872253)","(0.4883822500705719, 0.3973099887371063, 0.9999879598617554)","(0.4581669270992279, 0.39689821004867554, 0.9999807476997375)","(0.5667984485626221, 0.4337061643600464, 0.999997079372406)","(0.38382911682128906, 0.42997515201568604, 0.9999515414237976)","(0.5832465291023254, 0.5041402578353882, 0.991445004940033)","(0.3268296718597412, 0.49408993124961853, 0.9839988946914673)","(0.5897286534309387, 0.5641629695892334, 0.9969496130943298)","(0.28852415084838867, 0.5524773001670837, 0.9782713055610657)"
"(0.4724322259426117, 0.3857693076133728, 0.999986469745636)","(0.48343878984451294, 0.37457576394081116, 0.9999629855155945)","(0.49128955602645874, 0.37455007433891296, 0.9999581575393677)","(0.4990626573562622, 0.3745054602622986, 0.9999618530273438)","(0.4613933861255646, 0.3751983940601349, 0.9999502897262573)","(0.4549477994441986, 0.3755449652671814, 0.9999410510063171)","(0.44817715883255005, 0.375957190990448, 0.9999396800994873)","(0.511169970035553, 0.3787761628627777, 0.9998983144760132)","(0.43878716230392456, 0.38027143478393555, 0.9998827576637268)","(0.4882924258708954, 0.3972553312778473, 0.9999880790710449)","(0.45798683166503906, 0.3968571126461029, 0.9999811053276062)","(0.5667162537574768, 0.4337102174758911, 0.999997079372406)","(0.3834953308105469, 0.4299738109111786, 0.9999523758888245)","(0.5832037329673767, 0.5041432976722717, 0.9914497137069702)","(0.32674795389175415, 0.49408861994743347, 0.9842975735664368)","(0.5897274017333984, 0.5641583800315857, 0.9969446659088135)","(0.28852787613868713, 0.5524605512619019, 0.9786251783370972)"
"(0.4723530113697052, 0.3857421576976776, 0.9999867081642151)","(0.48336324095726013, 0.37458837032318115, 0.9999635219573975)","(0.49121496081352234, 0.374567449092865, 0.9999586939811707)","(0.49897998571395874, 0.3745228052139282, 0.9999622702598572)","(0.4613040089607239, 0.37519875168800354, 0.9999513030052185)","(0.4548480212688446, 0.3755408823490143, 0.9999423027038574)","(0.44808220863342285, 0.3759515583515167, 0.9999410510063171)","(0.5110411643981934, 0.3788021206855774, 0.9998996257781982)","(0.4386046528816223, 0.380271315574646, 0.9998864531517029)","(0.48819223046302795, 0.3972170054912567, 0.9999882578849792)","(0.4578515589237213, 0.3968335688114166, 0.9999815821647644)","(0.5666521787643433, 0.43371105194091797, 0.999997079372406)","(0.38317546248435974, 0.4299805760383606, 0.99995356798172)","(0.583151638507843, 0.5040906071662903, 0.9914769530296326)","(0.32661172747612, 0.4941314458847046, 0.9846898913383484)","(0.5897756218910217, 0.5641511678695679, 0.9969451427459717)","(0.2885343134403229, 0.5524370074272156, 0.9791232347488403)"
"(0.4723588526248932, 0.3854849636554718, 0.9999870657920837)","(0.4833570122718811, 0.37446072697639465, 0.9999645352363586)","(0.4911894202232361, 0.3744640648365021, 0.9999597668647766)","(0.49893617630004883, 0.37443095445632935, 0.9999632835388184)","(0.4613046944141388, 0.3749924600124359, 0.9999528527259827)","(0.4548463821411133, 0.37533432245254517, 0.9999441504478455)","(0.4480842649936676, 0.3757342994213104, 0.9999431371688843)","(0.5108166337013245, 0.37875857949256897, 0.9999021887779236)","(0.4385279715061188, 0.3801828622817993, 0.9998910427093506)","(0.48816826939582825, 0.39689019322395325, 0.9999886155128479)","(0.457817018032074, 0.3965665400028229, 0.9999822378158569)","(0.5666052103042603, 0.43371424078941345, 0.999997079372406)","(0.3828907012939453, 0.43000683188438416, 0.9999547004699707)","(0.5831440687179565, 0.5040438771247864, 0.9914930462837219)","(0.32638120651245117, 0.49420827627182007, 0.9851111173629761)","(0.5899508595466614, 0.5640657544136047, 0.9969480037689209)","(0.2885225713253021, 0.552436113357544, 0.9796023964881897)"
"(0.4725174307823181, 0.3852362334728241, 0.9999874234199524)","(0.48342353105545044, 0.374348908662796, 0.999965488910675)","(0.49122896790504456, 0.37438061833381653, 0.999960720539093)","(0.4989503026008606, 0.374358206987381, 0.9999642372131348)","(0.46142637729644775, 0.37477052211761475, 0.9999542236328125)","(0.4549225866794586, 0.37510156631469727, 0.9999458193778992)","(0.44821441173553467, 0.3754886984825134, 0.9999449849128723)","(0.5107360482215881, 0.37873223423957825, 0.9999043345451355)","(0.4385283589363098, 0.38011157512664795, 0.9998950362205505)","(0.4881953001022339, 0.39663371443748474, 0.999988853931427)","(0.4578324854373932, 0.3963168263435364, 0.9999827146530151)","(0.5665995478630066, 0.43371835350990295, 0.999997079372406)","(0.38274574279785156, 0.43002310395240784, 0.9999555349349976)","(0.5831357836723328, 0.5039653778076172, 0.9914829134941101)","(0.3261852562427521, 0.4942595362663269, 0.9854166507720947)","(0.5902878046035767, 0.5639427304267883, 0.996940016746521)","(0.28849875926971436, 0.5524354577064514, 0.9799100756645203)"
"(0.472766250371933, 0.3847801089286804, 0.9999878406524658)","(0.4835219085216522, 0.37414684891700745, 0.9999667406082153)","(0.4912855923175812, 0.3742256164550781, 0.9999620914459229)","(0.4989688992500305, 0.37423115968704224, 0.999965488910675)","(0.4616619050502777, 0.3743969798088074, 0.9999560117721558)","(0.4550982713699341, 0.37472236156463623, 0.9999479055404663)","(0.44848912954330444, 0.37509769201278687, 0.9999472498893738)","(0.510637104511261, 0.3786863386631012, 0.9999074935913086)","(0.43857821822166443, 0.3799939751625061, 0.9998997449874878)","(0.4882672429084778, 0.3962206244468689, 0.9999892711639404)","(0.4579255282878876, 0.39584413170814514, 0.9999833703041077)","(0.5665967464447021, 0.4337386190891266, 0.9999971389770508)","(0.3826564848423004, 0.43002575635910034, 0.9999564290046692)","(0.5831456184387207, 0.5039539337158203, 0.9914882779121399)","(0.32595351338386536, 0.4942619204521179, 0.9857190847396851)","(0.5907451510429382, 0.5638847947120667, 0.9969442486763)","(0.28847283124923706, 0.5524829030036926, 0.9801771640777588)"
"(0.4728245437145233, 0.3843405544757843, 0.9999882578849792)","(0.48353683948516846, 0.37390536069869995, 0.9999677538871765)","(0.4912886321544647, 0.3740233778953552, 0.9999632239341736)","(0.4989672601222992, 0.374063640832901, 0.999966561794281)","(0.4617171883583069, 0.3740577697753906, 0.9999575018882751)","(0.45513567328453064, 0.37440842390060425, 0.9999496936798096)","(0.44855958223342896, 0.3747943639755249, 0.9999491572380066)","(0.510537326335907, 0.37861934304237366, 0.9999099373817444)","(0.438581645488739, 0.37990909814834595, 0.9999036192893982)","(0.48828768730163574, 0.39587321877479553, 0.9999895691871643)","(0.45793792605400085, 0.3954624533653259, 0.9999838471412659)","(0.5665938258171082, 0.43379178643226624, 0.9999971389770508)","(0.3825520873069763, 0.4300701320171356, 0.9999572038650513)","(0.5831413865089417, 0.5039442777633667, 0.991481363773346)","(0.3258254826068878, 0.49429938197135925, 0.9859424829483032)","(0.5910079479217529, 0.5638121962547302, 0.9969334006309509)","(0.2884081304073334, 0.5526013970375061, 0.9803600311279297)"
"(0.47289687395095825, 0.3837634027004242, 0.9999887347221375)","(0.4835536777973175, 0.3735538721084595, 0.999968945980072)","(0.49129265546798706, 0.37372055649757385, 0.9999645352363586)","(0.49896544218063354, 0.37381675839424133, 0.9999677538871765)","(0.46179717779159546, 0.37355750799179077, 0.9999592900276184)","(0.4552052319049835, 0.37393006682395935, 0.9999518990516663)","(0.4486852288246155, 0.37431779503822327, 0.9999515414237976)","(0.5104406476020813, 0.3784901797771454, 0.9999127388000488)","(0.4386235773563385, 0.3797398805618286, 0.9999083876609802)","(0.4883101284503937, 0.3954218924045563, 0.999989926815033)","(0.45797544717788696, 0.394940048456192, 0.9999844431877136)","(0.5666421055793762, 0.433844655752182, 0.9999971389770508)","(0.38247793912887573, 0.43015143275260925, 0.9999584555625916)","(0.5832061171531677, 0.5039122104644775, 0.9914518594741821)","(0.32565629482269287, 0.4943598806858063, 0.986259400844574)","(0.5914472937583923, 0.5637425780296326, 0.9968975782394409)","(0.28831490874290466, 0.5529106855392456, 0.9806143045425415)"
"(0.47295814752578735, 0.38326409459114075, 0.9999890923500061)","(0.48358237743377686, 0.3732009530067444, 0.9999698996543884)","(0.49130451679229736, 0.3734060823917389, 0.9999656081199646)","(0.4989652931690216, 0.3735542297363281, 0.9999687075614929)","(0.46187567710876465, 0.37308698892593384, 0.9999606609344482)","(0.4552728831768036, 0.37346771359443665, 0.99995356798172)","(0.4488077759742737, 0.3738413453102112, 0.9999532699584961)","(0.5103943943977356, 0.3783292770385742, 0.9999150633811951)","(0.4386936128139496, 0.37952500581741333, 0.9999117851257324)","(0.48832765221595764, 0.39503809809684753, 0.9999901652336121)","(0.45799949765205383, 0.3944990038871765, 0.999984860420227)","(0.566859245300293, 0.4339437484741211, 0.9999971389770508)","(0.3824537992477417, 0.4302433133125305, 0.9999591112136841)","(0.5834176540374756, 0.5039098262786865, 0.9914519786834717)","(0.3256344497203827, 0.49437400698661804, 0.9863861203193665)","(0.5921618938446045, 0.5637157559394836, 0.9968786239624023)","(0.2882888913154602, 0.553458034992218, 0.9806031584739685)"
"(0.47296807169914246, 0.3831743597984314, 0.9999893307685852)","(0.48359161615371704, 0.37306931614875793, 0.9999704360961914)","(0.4913123846054077, 0.3732874095439911, 0.9999661445617676)","(0.49896669387817383, 0.37344661355018616, 0.9999692440032959)","(0.4618867039680481, 0.3729185461997986, 0.9999614357948303)","(0.45528480410575867, 0.3733048141002655, 0.9999544620513916)","(0.4488457441329956, 0.37367862462997437, 0.9999542832374573)","(0.5103815793991089, 0.3782506287097931, 0.999916136264801)","(0.4387235939502716, 0.3794615566730499, 0.99991375207901)","(0.48833924531936646, 0.39498764276504517, 0.9999902844429016)","(0.4580008387565613, 0.3944474756717682, 0.9999850988388062)","(0.5673645734786987, 0.4340943992137909, 0.9999971389770508)","(0.38244858384132385, 0.43033021688461304, 0.999959409236908)","(0.5836915969848633, 0.5040073990821838, 0.9913981556892395)","(0.32562825083732605, 0.49443158507347107, 0.9864361882209778)","(0.5926810503005981, 0.5637120008468628, 0.9968447089195251)","(0.2882939577102661, 0.5537711381912231, 0.9805975556373596)"
"(0.4731057286262512, 0.3829532563686371, 0.9999896883964539)","(0.483741819858551, 0.3728647232055664, 0.999971330165863)","(0.4914911985397339, 0.37310007214546204, 0.9999671578407288)","(0.4991099536418915, 0.3732786774635315, 0.9999701380729675)","(0.4619934856891632, 0.3726768493652344, 0.9999626278877258)","(0.4553641080856323, 0.37307384610176086, 0.9999558329582214)","(0.44898074865341187, 0.37345144152641296, 0.9999557137489319)","(0.5103960633277893, 0.3781256079673767, 0.9999183416366577)","(0.43882477283477783, 0.37940508127212524, 0.9999164938926697)","(0.48854008316993713, 0.3948383629322052, 0.9999905228614807)","(0.45807084441185, 0.3943157494068146, 0.9999854564666748)","(0.5678329467773438, 0.4343410134315491, 0.9999971389770508)","(0.3824916183948517, 0.4303880035877228, 0.9999597668647766)","(0.583906352519989, 0.5041369199752808, 0.9914224743843079)","(0.3256184756755829, 0.49443525075912476, 0.9865322113037109)","(0.593048095703125, 0.5637071132659912, 0.9968618154525757)","(0.28845155239105225, 0.5538539886474609, 0.98064786195755)"
"(0.4731386601924896, 0.3827499747276306, 0.9999899864196777)","(0.4838317334651947, 0.37268656492233276, 0.9999720454216003)","(0.4915972054004669, 0.3729298710823059, 0.9999679327011108)","(0.4991980195045471, 0.37312212586402893, 0.9999708533287048)","(0.4620416760444641, 0.37249013781547546, 0.9999635219573975)","(0.45539283752441406, 0.37289294600486755, 0.9999569058418274)","(0.44903764128685, 0.37326934933662415, 0.9999567866325378)","(0.5104228258132935, 0.3780081570148468, 0.999920129776001)","(0.4389396607875824, 0.37934932112693787, 0.9999186396598816)","(0.488613098859787, 0.39466702938079834, 0.999990701675415)","(0.45810380578041077, 0.3941499590873718, 0.9999857544898987)","(0.5680670738220215, 0.43440282344818115, 0.9999971389770508)","(0.38253647089004517, 0.430429071187973, 0.9999600648880005)","(0.5840955376625061, 0.5042116045951843, 0.991466760635376)","(0.3256184160709381, 0.49444708228111267, 0.9865956902503967)","(0.5933204293251038, 0.5637034177780151, 0.9968909025192261)","(0.2886388599872589, 0.554011881351471, 0.9806884527206421)"
"(0.47372809052467346, 0.3821980357170105, 0.9999902844429016)","(0.48439139127731323, 0.37230241298675537, 0.999972939491272)","(0.49221333861351013, 0.3725614845752716, 0.9999688863754272)","(0.4996846616268158, 0.37280139327049255, 0.9999718070030212)","(0.4625987112522125, 0.3720920979976654, 0.9999645948410034)","(0.45584365725517273, 0.37248992919921875, 0.9999581575393677)","(0.4495920240879059, 0.3728500306606293, 0.9999580383300781)","(0.5105723738670349, 0.3777593672275543, 0.999922513961792)","(0.4393259882926941, 0.3790859580039978, 0.9999210238456726)","(0.4890857934951782, 0.3941721022129059, 0.9999909996986389)","(0.45854705572128296, 0.3935524523258209, 0.9999861717224121)","(0.5681056380271912, 0.43441885709762573, 0.9999971985816956)","(0.3825351893901825, 0.4304823577404022, 0.9999600052833557)","(0.5841545462608337, 0.5042383074760437, 0.9915871024131775)","(0.3256133794784546, 0.4945646822452545, 0.9866887331008911)","(0.5935874581336975, 0.5636503100395203, 0.9969572424888611)","(0.28871509432792664, 0.5542445778846741, 0.9807420372962952)"
"(0.4745837152004242, 0.3815257251262665, 0.9999905824661255)","(0.48527735471725464, 0.37187960743904114, 0.9999739527702332)","(0.4931638836860657, 0.37216949462890625, 0.999970018863678)","(0.5004400610923767, 0.37246179580688477, 0.9999728798866272)","(0.4634510576725006, 0.37162572145462036, 0.9999659061431885)","(0.45655545592308044, 0.3719820976257324, 0.9999596476554871)","(0.45036908984184265, 0.37229683995246887, 0.9999595284461975)","(0.5107950568199158, 0.3774939179420471, 0.999925434589386)","(0.43990421295166016, 0.3785657584667206, 0.9999240636825562)","(0.4896658957004547, 0.39346522092819214, 0.9999913573265076)","(0.4591413140296936, 0.39265161752700806, 0.9999867081642151)","(0.5681895613670349, 0.43444105982780457, 0.9999972581863403)","(0.38259828090667725, 0.43048354983329773, 0.9999601244926453)","(0.5841509103775024, 0.5043013691902161, 0.9916996359825134)","(0.32560718059539795, 0.49463793635368347, 0.9868457913398743)","(0.5936603546142578, 0.5636457800865173, 0.9970240592956543)","(0.28895482420921326, 0.5544271469116211, 0.9808704853057861)"
"(0.47511574625968933, 0.38118743896484375, 0.9999908208847046)","(0.48583346605300903, 0.37166690826416016, 0.99997478723526)","(0.4937818646430969, 0.37195369601249695, 0.9999709725379944)","(0.500968337059021, 0.3722567558288574, 0.9999737739562988)","(0.46388769149780273, 0.37141820788383484, 0.9999669194221497)","(0.4568954408168793, 0.37176352739334106, 0.9999607801437378)","(0.4507755935192108, 0.3720543086528778, 0.999960720539093)","(0.511049211025238, 0.3773045241832733, 0.9999278783798218)","(0.44028598070144653, 0.3782941997051239, 0.9999263286590576)","(0.49017250537872314, 0.3930441737174988, 0.9999916553497314)","(0.45949116349220276, 0.39221444725990295, 0.9999871850013733)","(0.5684226751327515, 0.4344824552536011, 0.9999973177909851)","(0.3826630115509033, 0.43047934770584106, 0.9999599456787109)","(0.5841526985168457, 0.504336953163147, 0.9917765259742737)","(0.32560235261917114, 0.4947672188282013, 0.9868882298469543)","(0.5937114953994751, 0.5636112689971924, 0.9970763325691223)","(0.2891203463077545, 0.5544630289077759, 0.9808803796768188)"
"(0.4757968485355377, 0.38102278113365173, 0.9999910593032837)","(0.4864546060562134, 0.37157097458839417, 0.9999756217002869)","(0.4944131374359131, 0.3718576729297638, 0.9999719262123108)","(0.5014926195144653, 0.37216097116470337, 0.9999746680259705)","(0.4644535779953003, 0.3713041841983795, 0.9999679327011108)","(0.4573710858821869, 0.3716295659542084, 0.9999619126319885)","(0.4513239860534668, 0.3719017803668976, 0.9999618530273438)","(0.5112934708595276, 0.37723198533058167, 0.9999303817749023)","(0.44073382019996643, 0.378107488155365, 0.9999285340309143)","(0.4907936453819275, 0.3928765058517456, 0.9999919533729553)","(0.46001744270324707, 0.39203941822052, 0.9999876618385315)","(0.5688349008560181, 0.43465664982795715, 0.9999973773956299)","(0.3827455937862396, 0.4304812252521515, 0.9999597072601318)","(0.5841800570487976, 0.5045149922370911, 0.9918645620346069)","(0.325602650642395, 0.49484601616859436, 0.9869309067726135)","(0.5937429666519165, 0.5635713338851929, 0.9971304535865784)","(0.2892518937587738, 0.5544949173927307, 0.98082435131073)"
"(0.4768138825893402, 0.38096633553504944, 0.9999913573265076)","(0.48759812116622925, 0.3715257942676544, 0.9999765157699585)","(0.4955027401447296, 0.3718160390853882, 0.999972939491272)","(0.5024198889732361, 0.37211859226226807, 0.9999756217002869)","(0.4654596149921417, 0.37122371792793274, 0.9999690651893616)","(0.45824116468429565, 0.3715086281299591, 0.9999631643295288)","(0.45217302441596985, 0.371755450963974, 0.999963104724884)","(0.5118656158447266, 0.37720900774002075, 0.9999330043792725)","(0.44149699807167053, 0.37788885831832886, 0.9999310970306396)","(0.4915294945240021, 0.39282524585723877, 0.9999922513961792)","(0.4608103930950165, 0.39199697971343994, 0.9999881386756897)","(0.5689713358879089, 0.4348277449607849, 0.9999974370002747)","(0.3828078806400299, 0.4304813742637634, 0.9999595880508423)","(0.5841782093048096, 0.5047730803489685, 0.9918981790542603)","(0.3256038427352905, 0.49488502740859985, 0.986995279788971)","(0.5937514305114746, 0.5635427236557007, 0.997177004814148)","(0.28937798738479614, 0.5545080900192261, 0.9807862639427185)"
"(0.47739315032958984, 0.38097092509269714, 0.9999915361404419)","(0.48835527896881104, 0.37152448296546936, 0.9999772310256958)","(0.49628201127052307, 0.3718143701553345, 0.999973714351654)","(0.5031356811523438, 0.37211599946022034, 0.999976396560669)","(0.46604621410369873, 0.37121278047561646, 0.9999698996543884)","(0.4587532877922058, 0.37148258090019226, 0.9999640583992004)","(0.45266416668891907, 0.3717189431190491, 0.9999640583992004)","(0.5125010013580322, 0.3772064447402954, 0.99993497133255)","(0.44213899970054626, 0.37778913974761963, 0.9999330043792725)","(0.491995245218277, 0.3928282856941223, 0.9999924898147583)","(0.4613262116909027, 0.39200276136398315, 0.9999884963035583)","(0.569155752658844, 0.4349254071712494, 0.9999974966049194)","(0.3829650580883026, 0.4304613769054413, 0.9999595284461975)","(0.5841832160949707, 0.5050389766693115, 0.9918746948242188)","(0.32561030983924866, 0.49490663409233093, 0.98698490858078)","(0.5937572717666626, 0.5635391473770142, 0.9972132444381714)","(0.28944703936576843, 0.5545384883880615, 0.9806918501853943)"
"(0.47785186767578125, 0.3811269700527191, 0.9999917149543762)","(0.488962858915329, 0.3715687096118927, 0.9999777674674988)","(0.4968479871749878, 0.3718450665473938, 0.9999743103981018)","(0.5036470293998718, 0.37213823199272156, 0.9999769926071167)","(0.46660178899765015, 0.37124982476234436, 0.999970555305481)","(0.4592365622520447, 0.37150242924690247, 0.9999647736549377)","(0.45314139127731323, 0.37173473834991455, 0.9999647736549377)","(0.5129528641700745, 0.3772243559360504, 0.9999365210533142)","(0.4427790641784668, 0.3777879476547241, 0.9999345541000366)","(0.49239689111709595, 0.39298516511917114, 0.9999926686286926)","(0.46181976795196533, 0.39227616786956787, 0.9999887943267822)","(0.5694283843040466, 0.43498900532722473, 0.9999975562095642)","(0.38317209482192993, 0.4304410517215729, 0.9999596476554871)","(0.5842017531394958, 0.5050946474075317, 0.9918893575668335)","(0.32562774419784546, 0.4949113726615906, 0.9870291948318481)","(0.5937860608100891, 0.5635150074958801, 0.9972594380378723)","(0.28948870301246643, 0.5545370578765869, 0.980710506439209)"
"(0.4783004820346832, 0.3814137578010559, 0.9999918341636658)","(0.4895142614841461, 0.37168678641319275, 0.9999781847000122)","(0.49727869033813477, 0.3719395101070404, 0.9999747276306152)","(0.5039964914321899, 0.37222400307655334, 0.9999774098396301)","(0.46731114387512207, 0.37135735154151917, 0.9999710917472839)","(0.4598901569843292, 0.37157008051872253, 0.9999653100967407)","(0.45376133918762207, 0.37179094552993774, 0.9999653697013855)","(0.513231635093689, 0.3772973418235779, 0.9999375939369202)","(0.4435829222202301, 0.37778982520103455, 0.9999359250068665)","(0.49265748262405396, 0.3931921720504761, 0.9999927878379822)","(0.4623505175113678, 0.39259129762649536, 0.9999890327453613)","(0.5696166753768921, 0.43503060936927795, 0.999997615814209)","(0.38332700729370117, 0.4304129183292389, 0.9999600052833557)","(0.5842242240905762, 0.505095362663269, 0.9918919205665588)","(0.32565054297447205, 0.4949154555797577, 0.9871538877487183)","(0.5938049554824829, 0.5634319186210632, 0.9972994923591614)","(0.2894938290119171, 0.5545799136161804, 0.9808975458145142)"
"(0.47859740257263184, 0.38173708319664, 0.9999919533729553)","(0.489860475063324, 0.3718329668045044, 0.9999787211418152)","(0.4975619316101074, 0.3720639646053314, 0.9999752640724182)","(0.5042429566383362, 0.3723410665988922, 0.9999779462814331)","(0.4677509069442749, 0.3714858889579773, 0.9999717473983765)","(0.4602920711040497, 0.3716592788696289, 0.999966025352478)","(0.4541601538658142, 0.3718685805797577, 0.9999660849571228)","(0.5134769678115845, 0.3773861229419708, 0.99993896484375)","(0.4441334903240204, 0.3777957260608673, 0.9999374747276306)","(0.49288856983184814, 0.3934653401374817, 0.9999929666519165)","(0.46271654963493347, 0.39295974373817444, 0.9999893307685852)","(0.5697866082191467, 0.43508943915367126, 0.9999976754188538)","(0.38342994451522827, 0.4303973615169525, 0.9999605417251587)","(0.5842606425285339, 0.5051766633987427, 0.9919235110282898)","(0.3256520926952362, 0.49492499232292175, 0.9872569441795349)","(0.5938452482223511, 0.563407301902771, 0.9973515868186951)","(0.2895023822784424, 0.554623544216156, 0.9810887575149536)"
"(0.4789665639400482, 0.3818950951099396, 0.9999921917915344)","(0.49026262760162354, 0.3718973696231842, 0.9999794363975525)","(0.4978996515274048, 0.37211987376213074, 0.9999760985374451)","(0.5045353174209595, 0.3723941445350647, 0.9999786615371704)","(0.4682134985923767, 0.3715469539165497, 0.9999726414680481)","(0.4607083201408386, 0.37170225381851196, 0.9999670386314392)","(0.4545368254184723, 0.37190982699394226, 0.999967098236084)","(0.513715922832489, 0.3774378001689911, 0.9999409317970276)","(0.4444545805454254, 0.3777991533279419, 0.9999395608901978)","(0.49315452575683594, 0.3936093747615814, 0.9999932050704956)","(0.46307602524757385, 0.39315029978752136, 0.9999896883964539)","(0.5698022246360779, 0.43510839343070984, 0.9999977350234985)","(0.38346055150032043, 0.4303547441959381, 0.9999611973762512)","(0.5843110680580139, 0.5051863193511963, 0.992046594619751)","(0.32566627860069275, 0.4949406385421753, 0.9874144196510315)","(0.5938900113105774, 0.5633823275566101, 0.9974313974380493)","(0.28951898217201233, 0.5546404719352722, 0.9814006090164185)"
"(0.4792160093784332, 0.38218775391578674, 0.9999924302101135)","(0.4904910624027252, 0.37205377221107483, 0.999980092048645)","(0.4980841279029846, 0.3722544312477112, 0.9999768137931824)","(0.5046912431716919, 0.3725232481956482, 0.9999793767929077)","(0.4685182273387909, 0.3717004656791687, 0.999973475933075)","(0.4609754681587219, 0.37182074785232544, 0.9999679923057556)","(0.45478346943855286, 0.37202104926109314, 0.9999680519104004)","(0.5137974619865417, 0.3775351941585541, 0.9999428391456604)","(0.4446389377117157, 0.3778320550918579, 0.9999414682388306)","(0.4933444559574127, 0.3938734233379364, 0.9999934434890747)","(0.4633568227291107, 0.3934669494628906, 0.9999900460243225)","(0.5698308944702148, 0.43511348962783813, 0.9999977946281433)","(0.38348305225372314, 0.43034008145332336, 0.9999616742134094)","(0.5843256711959839, 0.5051568746566772, 0.9921533465385437)","(0.3258170783519745, 0.4949454665184021, 0.9875905513763428)","(0.5938891768455505, 0.5633293986320496, 0.9975043535232544)","(0.2895316183567047, 0.5546411871910095, 0.9817062020301819)"
"(0.4795117974281311, 0.3823840022087097, 0.9999926686286926)","(0.49068570137023926, 0.3721667528152466, 0.9999807476997375)","(0.4982204735279083, 0.37235116958618164, 0.9999775886535645)","(0.5047908425331116, 0.37261301279067993, 0.9999800324440002)","(0.46884679794311523, 0.3718075752258301, 0.9999743103981018)","(0.4612884819507599, 0.37189769744873047, 0.999968945980072)","(0.4550490081310272, 0.37209197878837585, 0.999968945980072)","(0.5138172507286072, 0.37759003043174744, 0.999944806098938)","(0.44478845596313477, 0.37785670161247253, 0.9999433755874634)","(0.49355071783065796, 0.3940441310405731, 0.9999936819076538)","(0.46370336413383484, 0.39367398619651794, 0.9999904036521912)","(0.5698351860046387, 0.4350935220718384, 0.9999978542327881)","(0.3834918141365051, 0.4303298592567444, 0.9999622702598572)","(0.5843299031257629, 0.5051302909851074, 0.9922828078269958)","(0.3260227143764496, 0.4949696958065033, 0.9877983331680298)","(0.593856930732727, 0.5633238554000854, 0.9975817799568176)","(0.28958484530448914, 0.5546685457229614, 0.9820217490196228)"
"(0.47969964146614075, 0.38240259885787964, 0.9999929070472717)","(0.49079838395118713, 0.37218600511550903, 0.9999814629554749)","(0.49832379817962646, 0.37237054109573364, 0.9999783635139465)","(0.5048738121986389, 0.3726322054862976, 0.9999807476997375)","(0.4689948856830597, 0.37182193994522095, 0.9999751448631287)","(0.4614328145980835, 0.37190619111061096, 0.9999698996543884)","(0.4551859498023987, 0.3721006214618683, 0.9999698400497437)","(0.5138465166091919, 0.37760621309280396, 0.9999469518661499)","(0.4448646306991577, 0.37786203622817993, 0.9999452829360962)","(0.49372807145118713, 0.3940633237361908, 0.9999939203262329)","(0.4639016091823578, 0.3937022089958191, 0.9999908208847046)","(0.5698350071907043, 0.4350619614124298, 0.9999979138374329)","(0.3835330009460449, 0.43032345175743103, 0.9999627470970154)","(0.5843333601951599, 0.5051000118255615, 0.9924277663230896)","(0.32623526453971863, 0.4949738681316376, 0.9879627823829651)","(0.593856155872345, 0.563318133354187, 0.9976627826690674)","(0.28963911533355713, 0.5546467304229736, 0.9823282957077026)"
"(0.4799790680408478, 0.38240283727645874, 0.999993085861206)","(0.4909757375717163, 0.3721880316734314, 0.9999819397926331)","(0.49847355484962463, 0.37237223982810974, 0.9999789595603943)","(0.5049940943717957, 0.37263408303260803, 0.9999812841415405)","(0.46923378109931946, 0.3718251585960388, 0.9999756813049316)","(0.46168243885040283, 0.37190911173820496, 0.9999704957008362)","(0.455392450094223, 0.37210530042648315, 0.9999704360961914)","(0.5138956904411316, 0.37761130928993225, 0.9999485611915588)","(0.444983571767807, 0.377863347530365, 0.9999465346336365)","(0.49397486448287964, 0.39406532049179077, 0.9999940991401672)","(0.4642137289047241, 0.39370328187942505, 0.9999911189079285)","(0.5698381662368774, 0.43504598736763, 0.9999979734420776)","(0.3836023807525635, 0.4303209185600281, 0.9999628067016602)","(0.5843387246131897, 0.5050349831581116, 0.992543637752533)","(0.3264446258544922, 0.4949779212474823, 0.9880574345588684)","(0.5938249826431274, 0.5633198022842407, 0.9977295398712158)","(0.2897137701511383, 0.5546092391014099, 0.9824963808059692)"
